site_id,transaction_id,user_id,vehicle_id,payment_status,vehicle_status,self_park,valet,entry_time,exit_time,price
472,803969,567015,565577,Payment Not Required,Picked Up,1,0,2020-10-03T22:02:11-05:00,2020-10-03T23:09:39-05:00,0
472,803970,864345,843686,Payment Not Required,Picked Up,1,0,2020-10-03T22:03:18-05:00,2020-10-04T00:32:29-05:00,0
482,803971,879463,854820,Payment Completed,Picked Up,1,0,2020-10-03T22:01:39-05:00,2020-10-03T22:02:00-05:00,12
472,803972,879465,854822,Payment Not Required,Picked Up,1,0,2020-10-03T22:08:26-05:00,2020-10-04T01:39:38-05:00,0
472,803973,742035,737829,Payment Not Required,Picked Up,1,0,2020-10-03T22:08:38-05:00,2020-10-03T22:39:05-05:00,0
474,803974,879467,854824,Payment Completed,Picked Up,1,0,2020-10-03T22:09:02-05:00,2020-10-03T22:52:24-05:00,10
474,803975,879468,854825,Payment Completed,Picked Up,1,0,2020-10-03T22:09:22-05:00,2020-10-03T23:24:43-05:00,15
474,803976,879469,854826,Payment Completed,Picked Up,1,0,2020-10-03T22:09:31-05:00,2020-10-03T23:04:22-05:00,10
474,803977,879501,854857,Payment Completed,Picked Up,1,0,2020-10-03T22:11:21-05:00,2020-10-03T23:21:38-05:00,15
472,803978,478162,477194,Payment Not Required,Picked Up,1,0,2020-10-03T22:12:10-05:00,2020-10-03T22:19:05-05:00,0
472,803979,846972,830930,Payment Not Required,Picked Up,1,0,2020-10-03T22:13:14-05:00,2020-10-04T02:15:26-05:00,0
474,803981,879472,854829,Payment Foregone,Picked Up,1,0,2020-10-03T22:13:36-05:00,2020-10-04T00:14:08-05:00,25
474,803983,878476,854083,Payment Completed,Picked Up,1,0,2020-10-03T22:14:44-05:00,2020-10-03T22:16:02-05:00,5
472,803985,879487,854843,Payment Not Required,Picked Up,1,0,2020-10-03T22:16:13-05:00,2020-10-09T07:41:22-05:00,0
472,803986,879489,854845,Payment Not Required,Picked Up,1,0,2020-10-03T22:16:23-05:00,2020-10-09T07:41:14-05:00,0
472,803988,879476,854833,Payment Not Required,Picked Up,1,0,2020-10-03T22:16:54-05:00,2020-10-04T11:06:09-05:00,0
472,803989,879477,854834,Payment Not Required,Picked Up,1,0,2020-10-03T22:17:02-05:00,2020-10-04T11:06:07-05:00,0
485,803990,854992,836614,Payment Completed,Picked Up,1,0,2020-10-03T22:18:28-05:00,2020-10-03T22:19:00-05:00,10
472,803991,879480,854836,Payment Not Required,Picked Up,1,0,2020-10-03T22:21:45-05:00,2020-10-04T01:02:21-05:00,0
472,803994,879481,854837,Payment Not Required,Picked Up,1,0,2020-10-03T22:29:20-05:00,2020-10-04T00:39:13-05:00,0
472,803996,879483,854839,Payment Not Required,Picked Up,1,0,2020-10-03T22:30:18-05:00,2020-10-03T22:50:34-05:00,0
474,803997,879486,854842,Payment Foregone,Picked Up,1,0,2020-10-03T22:34:31-05:00,2020-10-04T01:17:18-05:00,25
474,803998,829884,818316,Payment Completed,Picked Up,1,0,2020-10-03T22:36:33-05:00,2020-10-03T23:36:26-05:00,10
474,803999,879490,854846,Payment Not Required,Picked Up,1,0,2020-10-03T22:37:33-05:00,2020-10-03T23:06:41-05:00,5
472,804000,879491,854847,Payment Not Required,Picked Up,1,0,2020-10-03T22:38:13-05:00,2020-10-04T00:02:52-05:00,0
474,804001,879493,854849,Payment Foregone,Picked Up,1,0,2020-10-03T22:39:36-05:00,2020-10-04T02:02:34-05:00,25
472,804002,877886,853707,Payment Not Required,Picked Up,1,0,2020-10-03T22:39:41-05:00,2020-10-04T10:24:44-05:00,0
474,804003,879494,854850,Payment Foregone,Picked Up,1,0,2020-10-03T22:42:13-05:00,2020-10-03T23:58:29-05:00,25
472,804004,879498,854854,Payment Not Required,Picked Up,1,0,2020-10-03T22:46:40-05:00,2020-10-09T07:41:19-05:00,0
474,804005,879496,854852,Payment Foregone,Picked Up,1,0,2020-10-03T22:49:47-05:00,2020-10-04T00:42:56-05:00,25
472,804006,468203,467259,Payment Not Required,Picked Up,1,0,2020-10-03T23:03:26-05:00,2020-10-03T23:33:53-05:00,0
472,804007,878122,853855,Payment Not Required,Picked Up,1,0,2020-10-03T23:08:37-05:00,2020-10-04T10:50:42-05:00,0
474,804009,847465,714841,Payment Foregone,Picked Up,1,0,2020-10-03T23:09:25-05:00,2020-10-04T03:20:47-05:00,25
472,804010,809093,801061,Payment Not Required,Picked Up,1,0,2020-10-03T23:10:00-05:00,2020-10-03T23:37:50-05:00,0
474,804011,879499,854855,Payment Completed,Picked Up,1,0,2020-10-03T23:14:14-05:00,2020-10-03T23:25:16-05:00,5
474,804012,879500,854856,Payment Foregone,Picked Up,1,0,2020-10-03T23:20:47-05:00,2020-10-04T00:12:31-05:00,25
474,804013,879502,854858,Payment Completed,Picked Up,1,0,2020-10-03T23:22:17-05:00,2020-10-03T23:38:14-05:00,5
472,804014,819299,707022,Payment Not Required,Picked Up,1,0,2020-10-03T23:22:35-05:00,2020-10-04T00:15:06-05:00,0
472,804016,879185,854601,Payment Not Required,Picked Up,1,0,2020-10-03T23:33:17-05:00,2020-10-04T11:52:40-05:00,0
472,804018,573015,571546,Payment Not Required,Picked Up,1,0,2020-10-03T23:39:39-05:00,2020-10-03T23:42:45-05:00,0
474,804020,879506,854862,Payment Foregone,Picked Up,1,0,2020-10-03T23:44:27-05:00,2020-10-04T00:22:59-05:00,25
472,804025,878939,854419,Payment Not Required,Picked Up,1,0,2020-10-04T00:05:29-05:00,2020-10-04T11:26:14-05:00,0
472,804026,872053,849621,Payment Not Required,Picked Up,1,0,2020-10-04T00:07:18-05:00,2020-10-04T00:38:27-05:00,0
482,804027,879513,854868,Payment Completed,Picked Up,1,0,2020-10-04T00:05:52-05:00,2020-10-04T00:06:00-05:00,12
474,804029,879515,854870,Payment Foregone,Picked Up,1,0,2020-10-04T00:10:03-05:00,2020-10-04T01:24:30-05:00,25
472,804030,879517,854871,Payment Not Required,Picked Up,1,0,2020-10-04T00:13:10-05:00,2020-10-09T07:41:08-05:00,0
472,804033,854942,836566,Payment Not Required,Picked Up,1,0,2020-10-04T00:17:31-05:00,2020-10-04T02:31:57-05:00,0
473,804036,701082,697982,Payment Not Required,Picked Up,1,0,2020-10-04T00:27:52-05:00,2020-10-04T00:29:43-05:00,0
473,804037,879520,854874,Payment Foregone,Picked Up,1,0,2020-10-04T00:30:08-05:00,2020-10-04T00:37:30-05:00,40
472,804038,868591,846860,Payment Not Required,Picked Up,1,0,2020-10-04T00:34:31-05:00,2020-10-04T02:10:05-05:00,0
472,804040,838471,824715,Payment Not Required,Picked Up,1,0,2020-10-04T00:37:06-05:00,2020-10-04T02:20:57-05:00,0
472,804041,877865,853686,Payment Not Required,Picked Up,1,0,2020-10-04T00:37:14-05:00,2020-10-04T17:15:42-05:00,0
472,804042,879525,854879,Payment Not Required,Picked Up,1,0,2020-10-04T00:53:47-05:00,2020-10-04T12:01:02-05:00,0
474,804043,867710,846193,Payment Foregone,Picked Up,1,0,2020-10-04T00:54:20-05:00,2020-10-04T00:54:27-05:00,25
472,804045,877871,853692,Payment Not Required,Picked Up,1,0,2020-10-04T01:01:18-05:00,2020-10-09T07:41:11-05:00,0
472,804047,879534,854888,Payment Not Required,Picked Up,1,0,2020-10-04T01:35:58-05:00,2020-10-04T02:20:54-05:00,0
472,804048,879529,854883,Payment Not Required,Picked Up,1,0,2020-10-04T01:36:06-05:00,2020-10-04T03:29:19-05:00,0
472,804049,876338,852688,Payment Not Required,Picked Up,1,0,2020-10-04T01:41:18-05:00,2020-10-04T10:03:07-05:00,0
472,804050,879531,854885,Payment Not Required,Picked Up,1,0,2020-10-04T01:51:45-05:00,2020-10-09T07:41:02-05:00,0
472,804051,878518,854110,Payment Not Required,Picked Up,1,0,2020-10-04T01:52:56-05:00,2020-10-04T11:42:02-05:00,0
472,804052,878169,853883,Payment Not Required,Picked Up,1,0,2020-10-04T01:58:15-05:00,2020-10-04T02:23:03-05:00,0
472,804053,879532,854886,Payment Not Required,Picked Up,1,0,2020-10-04T01:58:23-05:00,2020-10-04T11:39:33-05:00,0
472,804054,879535,854889,Payment Not Required,Picked Up,1,0,2020-10-04T02:03:38-05:00,2020-10-04T03:47:25-05:00,0
472,804055,879536,854890,Payment Not Required,Picked Up,1,0,2020-10-04T02:08:49-05:00,2020-10-04T03:47:21-05:00,0
472,804061,523677,522459,Payment Not Required,Picked Up,1,0,2020-10-04T04:01:00-05:00,2020-10-04T04:06:24-05:00,0
473,804064,771136,766292,Payment Not Required,Picked Up,1,0,2020-10-04T05:25:55-05:00,2020-10-04T14:19:31-05:00,0
473,804065,796059,789713,Payment Not Required,Picked Up,1,0,2020-10-04T05:27:40-05:00,2020-10-04T14:20:14-05:00,0
473,804066,775209,770118,Payment Not Required,Picked Up,1,0,2020-10-04T05:30:12-05:00,2020-10-04T14:23:03-05:00,0
473,804067,771143,766299,Payment Not Required,Picked Up,1,0,2020-10-04T05:31:33-05:00,2020-10-04T14:19:21-05:00,0
473,804068,771123,766288,Payment Not Required,Picked Up,1,0,2020-10-04T05:35:43-05:00,2020-10-04T14:13:19-05:00,0
473,804070,776618,771483,Payment Not Required,Picked Up,1,0,2020-10-04T05:40:05-05:00,2020-10-04T14:09:51-05:00,0
473,804071,776900,771735,Payment Not Required,Picked Up,1,0,2020-10-04T05:42:15-05:00,2020-10-04T14:06:07-05:00,0
472,804073,829356,817946,Payment Not Required,Picked Up,1,0,2020-10-04T06:13:22-05:00,2020-10-04T08:57:57-05:00,0
472,804074,468826,467875,Payment Not Required,Picked Up,1,0,2020-10-04T06:15:49-05:00,2020-10-04T15:09:04-05:00,0
472,804075,616504,613993,Payment Not Required,Picked Up,1,0,2020-10-04T06:17:49-05:00,2020-10-04T14:17:22-05:00,0
473,804077,769818,765031,Payment Foregone,Picked Up,1,0,2020-10-04T06:20:57-05:00,2020-10-04T12:00:44-05:00,30
472,804078,791663,785691,Payment Not Required,Picked Up,1,0,2020-10-04T06:24:58-05:00,2020-10-04T19:04:07-05:00,0
472,804079,711698,708586,Payment Not Required,Picked Up,1,0,2020-10-04T06:28:15-05:00,2020-10-04T18:49:40-05:00,0
473,804080,793375,787287,Payment Not Required,Picked Up,1,0,2020-10-04T06:29:26-05:00,2020-10-04T16:01:18-05:00,0
472,804082,622786,620275,Payment Not Required,Picked Up,1,0,2020-10-04T06:39:51-05:00,2020-10-04T14:24:35-05:00,0
472,804083,482081,481089,Payment Not Required,Picked Up,1,0,2020-10-04T06:43:14-05:00,2020-10-04T14:14:30-05:00,0
472,804084,555597,554230,Payment Not Required,Picked Up,1,0,2020-10-04T06:44:30-05:00,2020-10-04T15:05:23-05:00,0
472,804085,524609,523391,Payment Not Required,Picked Up,1,0,2020-10-04T06:47:46-05:00,2020-10-04T15:00:04-05:00,0
473,804086,762885,758256,Payment Foregone,Picked Up,1,0,2020-10-04T06:54:57-05:00,2020-10-04T15:22:57-05:00,30
472,804087,804585,797261,Payment Not Required,Picked Up,1,0,2020-10-04T06:55:15-05:00,2020-10-04T15:10:05-05:00,0
472,804088,856636,837859,Payment Not Required,Picked Up,1,0,2020-10-04T06:56:58-05:00,2020-10-09T07:41:06-05:00,0
472,804089,878169,853883,Payment Not Required,Picked Up,1,0,2020-10-04T06:59:56-05:00,2020-10-04T12:24:06-05:00,0
472,804090,734660,730826,Payment Not Required,Picked Up,1,0,2020-10-04T07:13:07-05:00,2020-10-04T14:38:21-05:00,0
472,804091,829358,817945,Payment Not Required,Picked Up,1,0,2020-10-04T06:42:51-05:00,2020-10-04T17:59:35-05:00,0
472,804092,483109,482111,Payment Not Required,Picked Up,1,0,2020-10-04T07:22:17-05:00,2020-10-04T14:00:57-05:00,0
472,804093,832644,820378,Payment Not Required,Picked Up,1,0,2020-10-04T07:48:37-05:00,2020-10-04T14:13:09-05:00,0
472,804094,769792,765006,Payment Not Required,Picked Up,1,0,2020-10-04T07:53:51-05:00,2020-10-04T20:00:40-05:00,0
474,804095,879545,854898,Payment Foregone,Picked Up,1,0,2020-10-04T07:59:14-05:00,2020-10-04T08:00:55-05:00,5
472,804097,470475,469524,Payment Not Required,Picked Up,1,0,2020-10-04T08:20:19-05:00,2020-10-04T12:58:09-05:00,0
472,804098,622296,619785,Payment Not Required,Picked Up,1,0,2020-10-04T08:23:36-05:00,2020-10-04T12:32:05-05:00,0
472,804099,538634,537358,Payment Not Required,Picked Up,1,0,2020-10-04T08:26:27-05:00,2020-10-04T11:08:48-05:00,0
472,804100,771703,766860,Payment Not Required,Picked Up,1,0,2020-10-04T08:30:15-05:00,2020-10-04T16:47:38-05:00,0
472,804101,776384,771243,Payment Not Required,Picked Up,1,0,2020-10-04T08:33:57-05:00,2020-10-04T19:58:43-05:00,0
472,804103,807853,799953,Payment Not Required,Picked Up,1,0,2020-10-04T08:49:00-05:00,2020-10-04T09:33:35-05:00,0
472,804105,879547,854900,Payment Not Required,Picked Up,1,0,2020-10-04T08:57:45-05:00,2020-10-04T10:08:21-05:00,0
472,804107,843155,828973,Payment Not Required,Picked Up,1,0,2020-10-04T09:13:52-05:00,2020-10-04T15:53:26-05:00,0
472,804108,469948,468997,Payment Not Required,Picked Up,1,0,2020-10-04T09:16:02-05:00,2020-10-04T15:54:54-05:00,0
473,804109,861512,841521,Payment Not Required,Picked Up,1,0,2020-10-04T09:18:48-05:00,2020-10-04T12:01:08-05:00,0
472,804110,698258,695163,Payment Not Required,Picked Up,1,0,2020-10-04T09:23:53-05:00,2020-10-04T20:59:10-05:00,0
472,804111,879548,854901,Payment Not Required,Picked Up,1,0,2020-10-04T09:25:12-05:00,2020-10-04T10:12:48-05:00,0
473,804113,718234,839117,Payment Not Required,Picked Up,1,0,2020-10-04T09:34:55-05:00,2020-10-04T14:52:45-05:00,0
472,804116,785428,779773,Payment Not Required,Picked Up,1,0,2020-10-04T09:43:56-05:00,2020-10-04T17:42:04-05:00,0
472,804117,474238,473286,Payment Not Required,Picked Up,1,0,2020-10-04T09:46:23-05:00,2020-10-04T21:47:32-05:00,0
473,804118,847525,835547,Payment Not Required,Picked Up,1,0,2020-10-04T09:46:36-05:00,2020-10-04T21:31:53-05:00,0
472,804119,865881,846655,Payment Not Required,Picked Up,1,0,2020-10-04T09:48:52-05:00,2020-10-04T22:35:42-05:00,0
474,804121,801000,794525,Payment Foregone,Picked Up,1,0,2020-10-04T09:49:43-05:00,2020-10-04T23:43:25-05:00,50
472,804122,521759,520541,Payment Not Required,Picked Up,1,0,2020-10-04T09:50:14-05:00,2020-10-04T15:01:04-05:00,0
472,804123,616500,613989,Payment Not Required,Picked Up,1,0,2020-10-04T09:51:45-05:00,2020-10-04T16:11:54-05:00,0
474,804125,879550,854902,Payment Completed,Picked Up,1,0,2020-10-04T09:54:27-05:00,2020-10-04T12:19:42-05:00,25
472,804126,810438,802215,Payment Not Required,Picked Up,1,0,2020-10-04T09:55:02-05:00,2020-10-04T19:16:06-05:00,0
472,804127,481878,480886,Payment Not Required,Picked Up,1,0,2020-10-04T09:55:15-05:00,2020-10-04T13:36:28-05:00,0
474,804128,879553,854903,Payment Not Required,Picked Up,1,0,2020-10-04T09:55:29-05:00,2020-10-04T11:46:47-05:00,20
474,804129,879554,854904,Payment Not Required,Picked Up,1,0,2020-10-04T09:56:08-05:00,2020-10-04T11:46:59-05:00,20
473,804131,853774,835699,Payment Not Required,Picked Up,1,0,2020-10-04T09:59:49-05:00,2020-10-04T17:53:12-05:00,0
474,804133,879561,854906,Payment Completed,Picked Up,1,0,2020-10-04T10:02:02-05:00,2020-10-04T10:44:20-05:00,10
473,804135,718221,841633,Payment Not Required,Picked Up,1,0,2020-10-04T10:02:18-05:00,2020-10-04T21:27:35-05:00,0
474,804136,879560,854909,Payment Completed,Picked Up,1,0,2020-10-04T10:02:38-05:00,2020-10-04T11:30:09-05:00,15
474,804137,879565,854910,Payment Completed,Picked Up,1,0,2020-10-04T10:05:19-05:00,2020-10-04T12:50:44-05:00,25
472,804138,879563,854911,Payment Not Required,Picked Up,1,0,2020-10-04T10:05:29-05:00,2020-10-04T10:14:28-05:00,0
474,804139,879566,854912,Payment Completed,Picked Up,1,0,2020-10-04T10:06:09-05:00,2020-10-04T10:52:45-05:00,10
474,804140,879569,854914,Payment Not Required,Picked Up,1,0,2020-10-04T10:09:57-05:00,2020-10-04T12:06:58-05:00,20
472,804142,878794,854328,Payment Not Required,Picked Up,1,0,2020-10-04T10:10:25-05:00,2020-10-05T08:13:29-05:00,0
473,804143,718279,828079,Payment Not Required,Picked Up,1,0,2020-10-04T10:10:29-05:00,2020-10-04T16:27:13-05:00,0
472,804144,472923,471971,Payment Not Required,Picked Up,1,0,2020-10-04T10:14:00-05:00,2020-10-04T15:15:02-05:00,0
472,804145,879570,854915,Payment Not Required,Picked Up,1,0,2020-10-04T10:14:47-05:00,2020-10-04T12:22:27-05:00,0
474,804146,879576,854916,Payment Completed,Picked Up,1,0,2020-10-04T10:15:03-05:00,2020-10-04T13:02:40-05:00,25
474,804147,879577,854917,Payment Completed,Picked Up,1,0,2020-10-04T10:15:30-05:00,2020-10-04T13:02:24-05:00,25
474,804148,879578,854918,Payment Completed,Picked Up,1,0,2020-10-04T10:15:50-05:00,2020-10-04T13:07:23-05:00,25
474,804149,879579,854919,Payment Foregone,Picked Up,1,0,2020-10-04T10:16:17-05:00,2020-10-04T11:13:44-05:00,20
474,804150,879580,854920,Payment Foregone,Picked Up,1,0,2020-10-04T10:16:49-05:00,2020-10-04T11:13:54-05:00,20
474,804151,879582,832702,Payment Completed,Picked Up,1,0,2020-10-04T10:19:53-05:00,2020-10-04T11:01:00-05:00,10
474,804152,879584,854922,Payment Completed,Picked Up,1,0,2020-10-04T10:26:07-05:00,2020-10-04T13:07:59-05:00,25
472,804154,521776,520558,Payment Not Required,Picked Up,1,0,2020-10-04T10:26:31-05:00,2020-10-04T13:57:57-05:00,0
474,804155,876907,854923,Payment Completed,Picked Up,1,0,2020-10-04T10:33:44-05:00,2020-10-04T14:57:24-05:00,25
474,804156,768621,763862,Payment Not Required,Picked Up,1,0,2020-10-04T10:33:52-05:00,2020-10-04T16:33:31-05:00,0
472,804157,829163,817816,Payment Not Required,Picked Up,1,0,2020-10-04T10:34:20-05:00,2020-10-05T17:32:11-05:00,0
496,804158,879587,854924,Payment Completed,Picked Up,0,1,2020-10-04T10:38:29-05:00,2020-10-04T11:47:10-05:00,15
472,804159,853878,835762,Payment Not Required,Picked Up,1,0,2020-10-04T10:40:24-05:00,2020-10-04T15:50:01-05:00,0
474,804161,879590,854926,Payment Completed,Picked Up,1,0,2020-10-04T10:43:32-05:00,2020-10-04T14:08:15-05:00,25
493,804162,879592,854927,Payment Not Required,Picked Up,0,1,2020-10-04T10:44:03-05:00,2020-10-04T12:50:34-05:00,20
474,804163,879594,854928,Payment Completed,Picked Up,1,0,2020-10-04T10:44:42-05:00,2020-10-04T16:32:17-05:00,25
472,804164,851439,834065,Payment Not Required,Picked Up,1,0,2020-10-04T10:45:07-05:00,2020-10-04T15:50:18-05:00,0
473,804165,701082,697982,Payment Foregone,Picked Up,1,0,2020-10-04T10:45:34-05:00,2020-10-04T21:18:48-05:00,30
496,804166,879596,854929,Payment Not Required,Picked Up,0,1,2020-10-04T10:47:06-05:00,2020-10-04T13:02:38-05:00,20
474,804167,879599,854648,Payment Not Required,Picked Up,1,0,2020-10-04T10:47:04-05:00,2020-10-04T11:23:22-05:00,10
474,804168,732880,821798,Payment Completed,Picked Up,1,0,2020-10-04T10:47:41-05:00,2020-10-04T19:01:59-05:00,25
472,804170,773882,768811,Payment Not Required,Picked Up,1,0,2020-10-04T10:47:55-05:00,2020-10-09T07:41:00-05:00,0
493,804171,879601,854932,Payment Not Required,Picked Up,0,1,2020-10-04T10:48:19-05:00,2020-10-04T13:11:36-05:00,20
472,804172,793125,839257,Payment Not Required,Picked Up,1,0,2020-10-04T10:48:19-05:00,2020-10-04T15:41:25-05:00,0
472,804173,856979,838129,Payment Not Required,Picked Up,1,0,2020-10-04T10:48:23-05:00,2020-10-04T15:20:20-05:00,0
496,804174,879603,854933,Payment Completed,Picked Up,0,1,2020-10-04T10:49:52-05:00,2020-10-04T13:28:36-05:00,20
472,804175,879604,854934,Payment Not Required,Picked Up,1,0,2020-10-04T10:50:33-05:00,2020-10-04T10:58:13-05:00,0
472,804176,879605,854935,Payment Not Required,Picked Up,1,0,2020-10-04T10:51:08-05:00,2020-10-04T13:18:24-05:00,0
472,804177,849266,832528,Payment Not Required,Picked Up,1,0,2020-10-04T10:51:20-05:00,2020-10-04T17:36:05-05:00,0
496,804178,879607,854936,Payment Completed,Picked Up,0,1,2020-10-04T10:54:13-05:00,2020-10-04T13:20:03-05:00,20
496,804179,832197,820010,Payment Not Required,Picked Up,0,1,2020-10-04T10:55:20-05:00,2020-10-04T12:31:27-05:00,15
472,804180,469764,468813,Payment Not Required,Picked Up,1,0,2020-10-04T10:55:24-05:00,2020-10-04T14:19:25-05:00,0
474,804181,879609,854937,Payment Not Required,Picked Up,1,0,2020-10-04T10:55:45-05:00,2020-10-04T12:58:17-05:00,25
474,804182,878538,854128,Payment Not Required,Picked Up,1,0,2020-10-04T10:56:30-05:00,2020-10-04T12:59:56-05:00,25
493,804183,856687,854938,Payment Not Required,Picked Up,0,1,2020-10-04T10:57:32-05:00,2020-10-04T12:53:31-05:00,20
472,804184,469291,468340,Payment Not Required,Picked Up,1,0,2020-10-04T10:57:31-05:00,2020-10-04T14:59:18-05:00,0
496,804185,879613,854939,Payment Not Required,Picked Up,0,1,2020-10-04T10:58:59-05:00,2020-10-04T13:20:20-05:00,20
474,804186,879616,854940,Payment Not Required,Picked Up,1,0,2020-10-04T10:59:07-05:00,2020-10-04T12:49:37-05:00,20
495,804187,864714,844002,Payment Foregone,Picked Up,0,1,2020-10-04T10:59:31-05:00,2020-10-04T12:13:28-05:00,15
474,804188,879617,854941,Payment Completed,Picked Up,1,0,2020-10-04T10:59:45-05:00,2020-10-04T14:36:31-05:00,25
496,804189,833050,820684,Payment Completed,Picked Up,0,1,2020-10-04T11:00:18-05:00,2020-10-04T12:19:37-05:00,15
474,804190,879618,526736,Payment Not Required,Picked Up,1,0,2020-10-04T11:00:22-05:00,2020-10-04T13:20:19-05:00,25
474,804192,879615,854942,Payment Foregone,Picked Up,1,0,2020-10-04T11:01:36-05:00,2020-10-04T11:02:02-05:00,5
472,804193,789714,783881,Payment Not Required,Picked Up,1,0,2020-10-04T11:01:57-05:00,2020-10-04T16:09:23-05:00,0
493,804194,861547,841545,Payment Completed,Picked Up,0,1,2020-10-04T11:02:52-05:00,2020-10-04T13:58:10-05:00,20
493,804196,879620,854943,Payment Not Required,Picked Up,0,1,2020-10-04T11:04:10-05:00,2020-10-04T13:08:16-05:00,15
474,804197,788527,782752,Payment Not Required,Picked Up,1,0,2020-10-04T11:04:14-05:00,2020-10-04T11:51:53-05:00,10
472,804198,829570,854948,Payment Not Required,Picked Up,1,0,2020-10-04T11:04:15-05:00,2020-10-04T12:20:35-05:00,0
472,804199,829356,817946,Payment Not Required,Picked Up,1,0,2020-10-04T11:04:49-05:00,2020-10-04T18:00:23-05:00,0
493,804200,879622,854944,Payment Completed,Picked Up,0,1,2020-10-04T11:05:17-05:00,2020-10-04T12:48:39-05:00,15
472,804201,472225,471273,Payment Not Required,Picked Up,1,0,2020-10-04T11:06:17-05:00,2020-10-04T18:47:23-05:00,0
493,804202,879625,854945,Payment Completed,Picked Up,0,1,2020-10-04T11:06:49-05:00,2020-10-04T12:46:10-05:00,15
496,804203,868836,854946,Payment Not Required,Picked Up,0,1,2020-10-04T11:07:00-05:00,2020-10-04T13:17:11-05:00,20
493,804204,879626,787514,Payment Not Required,Picked Up,0,1,2020-10-04T11:07:56-05:00,2020-10-04T12:15:33-05:00,10
472,804206,839327,825313,Payment Not Required,Picked Up,1,0,2020-10-04T11:08:28-05:00,2020-10-09T07:40:54-05:00,0
472,804207,791874,786088,Payment Not Required,Picked Up,1,0,2020-10-04T11:08:56-05:00,2020-10-04T18:15:13-05:00,0
493,804209,879630,854950,Payment Not Required,Picked Up,0,1,2020-10-04T11:11:04-05:00,2020-10-04T13:19:58-05:00,20
474,804210,872298,849788,Payment Not Required,Picked Up,1,0,2020-10-04T11:12:36-05:00,2020-10-04T12:10:50-05:00,10
496,804211,879631,635537,Payment Completed,Picked Up,0,1,2020-10-04T11:13:38-05:00,2020-10-04T12:30:37-05:00,15
496,804212,842265,827515,Payment Not Required,Picked Up,0,1,2020-10-04T11:14:32-05:00,2020-10-04T13:30:10-05:00,20
473,804213,828890,817561,Payment Not Required,Picked Up,1,0,2020-10-04T11:14:40-05:00,2020-10-04T16:24:55-05:00,0
472,804214,879632,854951,Payment Not Required,Picked Up,1,0,2020-10-04T11:14:59-05:00,2020-10-04T13:46:26-05:00,0
496,804215,735032,731392,Payment Completed,Picked Up,0,1,2020-10-04T11:16:18-05:00,2020-10-04T13:08:28-05:00,20
474,804216,832945,855022,Payment Not Required,Picked Up,1,0,2020-10-04T11:17:25-05:00,2020-10-04T12:13:41-05:00,10
493,804217,879636,854952,Payment Not Required,Picked Up,0,1,2020-10-04T11:17:39-05:00,2020-10-04T13:11:33-05:00,20
474,804218,879637,854953,Payment Foregone,Picked Up,1,0,2020-10-04T11:18:13-05:00,2020-10-04T11:27:35-05:00,10
482,804219,879634,854954,Payment Completed,Picked Up,1,0,2020-10-04T11:16:52-05:00,2020-10-04T11:17:00-05:00,12
496,804220,732131,728434,Payment Not Required,Picked Up,0,1,2020-10-04T11:18:30-05:00,2020-10-04T13:12:11-05:00,20
493,804221,782320,854955,Payment Not Required,Picked Up,0,1,2020-10-04T11:18:58-05:00,2020-10-04T13:31:53-05:00,20
482,804223,879641,854956,Payment Completed,Picked Up,1,0,2020-10-04T11:18:54-05:00,2020-10-04T11:19:00-05:00,12
496,804224,879644,854957,Payment Completed,Picked Up,0,1,2020-10-04T11:20:11-05:00,2020-10-04T13:13:07-05:00,20
472,804225,697646,694550,Payment Not Required,Picked Up,1,0,2020-10-04T11:20:20-05:00,2020-10-04T18:23:27-05:00,0
474,804226,879645,854958,Payment Completed,Picked Up,1,0,2020-10-04T11:20:25-05:00,2020-10-04T12:44:27-05:00,15
482,804228,879642,854960,Payment Completed,Picked Up,1,0,2020-10-04T11:18:45-05:00,2020-10-04T11:19:00-05:00,12
472,804229,847600,831356,Payment Not Required,Picked Up,1,0,2020-10-04T11:21:33-05:00,2020-10-04T15:00:54-05:00,0
482,804230,879648,854961,Payment Completed,Picked Up,1,0,2020-10-04T11:21:53-05:00,2020-10-04T11:22:00-05:00,12
472,804231,664815,661761,Payment Not Required,Picked Up,1,0,2020-10-04T11:23:16-05:00,2020-10-04T15:22:32-05:00,0
474,804232,879650,854962,Payment Completed,Picked Up,1,0,2020-10-04T11:25:04-05:00,2020-10-04T13:34:53-05:00,25
482,804233,879651,854963,Payment Completed,Picked Up,1,0,2020-10-04T11:24:49-05:00,2020-10-04T11:25:00-05:00,12
474,804234,879837,855095,Payment Not Required,Picked Up,1,0,2020-10-04T11:26:19-05:00,2020-10-04T13:37:48-05:00,25
474,804235,879653,854965,Payment Completed,Picked Up,1,0,2020-10-04T11:26:30-05:00,2020-10-04T12:39:42-05:00,15
496,804236,862867,854966,Payment Not Required,Picked Up,0,1,2020-10-04T11:26:41-05:00,2020-10-04T13:11:37-05:00,20
496,804237,879656,854967,Payment Not Required,Picked Up,0,1,2020-10-04T11:29:39-05:00,2020-10-04T12:53:38-05:00,15
495,804238,732135,826172,Payment Not Required,Picked Up,0,1,2020-10-04T11:29:46-05:00,2020-10-04T13:23:32-05:00,20
473,804239,472207,471255,Payment Foregone,Picked Up,1,0,2020-10-04T11:29:53-05:00,2020-10-04T17:13:15-05:00,30
